kategori,digit,kode,judul,deskripsi
A,5,01291,Perkebunan Karet Dan Tanaman Penghasil Getah Lainnya,"Kelompok ini mencakup usaha perkebunan mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan dan pemanenan tanaman karet dan tanaman penghasil getah lainnya, seperti getah perca dan kemenyan. Termasuk pengolahan hasil tanaman karet yang tidak dapat dipisahkan dari kegiatan perkebunan. Termasuk kegiatan pembibitan dan pembenihan tanaman karet dan tanaman penghasil getah lainnya."
A,5,01299,Pertanian Cemara dan Tanaman Tahunan Lainnya,"Kelompok ini mencakup usaha perkebunan mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan dan pemanenan pohon cemara, tanaman jarak pagar dan tanaman tahunan lainnya. Termasuk kegiatan pembibitan dan pembenihan tanaman cemara dan tanaman tahunan lainnya."
A,3,013,Pertanian Tanaman Hias Dan Pengembangbiakan Tanaman,Golongan ini mencakup kegiatan pengembangbiakan tanaman secara vegetatif  yang meliputi penyetekan batang dan penyemaian untuk perkembangbiakan tanaman secara langsung atau mendapatkan batang okulasi tanaman pada keturunan terpilih yang diokulasi yang pada akhirnya ditanam untuk menghasilkan tanaman. Termasuk pertanian tanaman hias dan kegiatan pembibitan.
A,4,0130,Pertanian Tanaman Hias Dan Pengembangbiakan Tanaman,"Subgolongan ini mencakup produksi semua bibit tanaman secara vegetatif termasuk batang stek, potongan, dan pembibitan untuk kelangsungan pengembangbiakan tanaman atau membuat batang okulasi tanaman pada keturunannya terpilih yang diokulasi yang pada akhirnya ditanam untuk menghasilkan tanaman.  
Subgolongan ini mencakup :  
- Penanaman tumbuhan untuk ditanam kembali 
- Penanaman tumbuhan untuk tujuan ornamen atau tanaman hias, termasuk tanah berumput untuk transplantasi  
- Penanaman tumbuhan hidup untuk umbi-umbian, akar-akaran; pemotongan, stek dan cangkokan; spawn jamur  
- Kebun bibit tanaman, kecuali kebun bibit tanaman hutan  
 
Subgolongan ini tidak mencakup :  
- Kebun bibit tanaman hutan, lihat 0214"
A,5,01301,Pertanian Tanaman Hias ,"Kelompok ini mencakup pertanian atau budidaya tanaman hias daun dan tanaman hias bunga hidup, seperti bonsai, suplir, kuping gajah, heliconia (pisang-pisangan), dracaena, phylodendrom, monstera, cordyline, anthurium daun, pakis, aglonema, difenbacia, sansifera (lidah mertua), caladium (keladi), palem dan tanaman hias bunga, seperti  anggrek, mawar, adenium (kaboja jepang, anthurium bunga, euphorbia, ixora (soka) dan tanaman bunga lainnya. Termasuk penanaman tumbuhan untuk tujuan ornamen dan tanah berumput untuk transplantasi."
A,5,01302,Pertanian Pengembangbiakan Tanaman ,"Kelompok ini mencakup produksi semua bibit tanaman secara vegetatif termasuk batang stek, potongan dan pembibitan untuk kelangsungan pengembangbiakan tanaman atau membuat batang okulasi tanaman pada keturunannya terpilih yang diokulasi yang pada akhirnya ditanam untuk menghasilkan tanaman. Termasuk kegiatan penanaman tumbuhan untuk ditanam kembali, penanaman tumbuhan hidup untuk umbi-umbian, akar-akaran; pemotongan, stek dan cangkokan; spawn jamur dan kebun bibit tanaman, kecuali kebun bibit tanaman hutan."
A,3,014,Peternakan,"Golongan ini mencakup budidaya dan pembibitan hewan ternak, unggas, serangga, binatang melata/reptil, cacing, hewan peliharaan. Termasuk budidaya hewan untuk diambil hasilnya seperti bulu, telur, susu, madu dan lilin lebah dan kepompong ulat sutera."
A,4,0141,Peternakan sapi dan kerbau,"Subgolongan ini mencakup :
- Pembibitan dan budidaya sapi dan kerbau
- Produksi susu sapi dan kerbau
- Produksi semen dan embrio sapi dan kerbau"
A,5,01411,Pembibitan Dan Budidaya Sapi Potong,"Kelompok ini mencakup usaha peternakan yang melakukan kegiatan pembibitan sapi potong, untuk menghasilkan ternak bibit sapi potong, semen dan embrio, dan kegiatan budidaya sapi potong berupa  pengembangbiakan untuk menghasilkan anak atau calon indukan dan penggemukan untuk menghasilkan calon sapi siap potong."
A,5,01412,Pembibitan Dan Budidaya Sapi Perah,"Kelompok ini mencakup usaha peternakan yang melakukan kegiatan pembibitan sapi perah untuk menghasilkan ternak bibit sapi perah, semen dan embrio dan usaha budidaya sapi perah berupa pengembangbiakan untuk menghasilkan anak atau calon indukan dan untuk menghasilkan susu dan penggemukan."
A,5,01413,Pembibitan Dan Budidaya Kerbau Potong,"Kelompok ini mencakup usaha peternakan yang melakukan kegiatan pembibitan kerbau potong untuk menghasilkan ternak bibit kerbau potong, semen dan embrio dan usaha budidaya kerbau potong berupa pengembangbiakan untuk menghasilkan anak atau calon indukan dan penggemukan untuk menghasilkan calon kerbau siap potong."
A,5,01414,Pembibitan Dan Budidaya Kerbau Perah,"Kelompok ini mencakup usaha peternakan yang menyelenggarakan pembibitan kerbau perah untuk menghasilkan ternak bibit kerbau perah, semen dan embrio dan usaha budidaya kerbau perah yang menyelenggarakan pengembangbiakan untuk menghasilkan anak atau calon indukan dan untuk menghasilkan susu. "
A,4,0142,Peternakan kuda dan sejenisnya,"Subgolongan ini mencakup :
- Pembibitan dan budidaya kuda, keledai, bagal atau hinni  
- Produksi susu kuda dan sejenisnya
- Produksi semen dan embrio kuda dan sejenisnya

Subgolongan ini tidak mencakup :   
-  Pengoperasian fasilitas pacuan kuda, lihat 9311"
A,5,01420,Peternakan Kuda dan Sejenisnya,"Kelompok ini mencakup usaha peternakan yang melakukan kegiatan pembibitan kuda dan sejenisnya, untuk menghasilkan ternak bibit kuda dan sejenisnya, semen dan embrio dan usaha budidaya kuda yang  melakukan kegiatan pengembangbiakan untuk menghasilkan kuda potong, kuda perah, kuda pacu, kuda tunggang, kuda tarik, kuda kavaleri, kuda polo, dan kuda kesayangan, bagal, hinni dan sejenisnya

Kelompok ini mencakup :
-Produksi Susu Kuda dan Sejenisnya"
A,4,0143,Peternakan unta dan sejenisnya,"Subgolongan ini mencakup : 
- Pembibitan dan budidaya unta dan sejenisnya seperti llama, alpacas, vicunas, guanacos 
- Produksi susu unta dan sejenisnya
- Produksi semen dan embrio unta dan sejenisnya"
A,5,01430,Peternakan unta dan sejenisnya,"Kelompok ini mencakup usaha peternakan yang melakukan kegiatan pembibitan unta dan sejenisnya untuk menghasilkan ternak bibit unta dan sejenisnya, semen dan embrio dan melakukan kegiatan budidaya unta berupa pengembangbiakan untuk menghasilkan unta potong, unta perah dan sejenisnya seperti llama, alpacas, vicunas dan guanacos.

Kelompok ini mencakup :
- Produksi susu unta dan sejenisnya"
A,4,0144,Peternakan domba dan kambing,"Subgolongan ini mencakup : 
- Pembibitan dan budidaya domba dan kambing 
- Produksi susu domba dan kambing 
- Produksi bulu wol mentah 
- Produksi semen dan embrio domba dan kambing

Subgolongan ini tidak mencakup :   
- Pencukuran domba atas dasar balas jasa atau kontrak, lihat 0162 
- Produksi pulled wool, lihat 1011 
- Pengolahan susu, lihat 1051 dan 1052"
A,5,01441,Pembibitan Dan Budidaya Domba Potong,"Kelompok ini mencakup usaha peternakan yang melakukan kegiatan pembibitan domba potong untuk menghasilkan ternak bibit domba potong, semen dan embrio dan kegiatan budidaya domba potong berupa pengembangbiakan untuk menghasilkan anak atau calon indukan dan penggemukan untuk menghasilkan calon domba siap potong."
A,5,01442,Pembibitan Dan Budidaya Kambing Potong,"Kelompok ini mencakup usaha peternakan yang melakukan kegiatan pembibitan kambing potong untuk menghasilkan ternak bibit kambing potong, semen dan embrio dan kegiatan budidaya kambing potong berupa pengembangbiakan untuk menghasilkan anak atau calon indukan dan penggemukan untuk menghasilkan calon kambing siap potong."
A,5,01443,Pembibitan Dan Budidaya Kambing Perah,"Kelompok ini mencakup usaha peternakan yang melakukan kegiatan pembibitan kambing perah, untuk menghasilkan ternak bibit kambing perah, semen dan embrio; dan kegiatan budidaya kambing perah berupa pengembangbiakan untuk menghasilkan anak atau calon indukan dan untuk menghasilkan susu. (sama dengan sapi perah)"
A,5,01444,Pembibitan Dan Budidaya Domba Perah,"Kelompok ini mencakup usaha peternakan yang melakukan kegiatan pembibitan domba perah untuk menghasilkan ternak bibit domba perah, semen dan embrio; dan kegiatan budidaya domba perah berupa pengembangbiakan untuk menghasilkan anak atau calon indukan dan untuk menghasilkan susu. "
A,5,01445,Produksi Bulu Domba Mentah/Raw Wool,Kelompok ini mencakup usaha peternakan yang melakukan kegiatan produksi bulu domba (wool) mentah.
A,4,0145,Peternakan babi,"Subgolongan ini mencakup : 
- Pembibitan dan budidaya babi 
- Produksi semen dan embrio babi"
A,5,01450,Peternakan Babi,"Kelompok ini mencakup usaha peternakan yang melakukan kegiatan pembibitan babi, untuk menghasilkan ternak bibit babi, semen dan embrio dan usaha budidaya babi berupa pengembangbiakan untuk menghasilkan anak atau calon indukan dan penggemukan untuk menghasilkan calon babi siap potong. "
A,4,0146,Peternakan unggas,"Subgolongan ini mencakup : 
- Pembibitan dan budidaya unggas, seperti ayam, itik, angsa, kalkun, unggas lainnya 
- Produksi telur 
- Penetasan telur

Subgolongan ini tidak mencakup :   
- Produksi bulu, lihat 1012"
A,5,01461,Budidaya Ayam Ras Pedaging,Kelompok ini mencakup usaha peternakan yang melakukan kegiatan budidaya ayam ras untuk menghasilkan ayam pedaging.
A,5,01462,Budidaya Ayam Ras Petelur,Kelompok ini mencakup usaha peternakan yang menyelenggarakan budidaya ayam ras untuk menghasilkan telur konsumsi dan lainnya.
A,5,01463,Pembibitan Ayam Lokal dan Persilangannya,"Kelompok ini mencakup usaha peternakan yang melakukan kegiatan pembibitan ayam lokal dan persilangannya,untuk menghasilkan ternak bibit ayam dan telur tetas ayam lokal petelur dan pedaging,dan persilangannya."
A,5,01464,Budidaya Ayam Lokal dan Persilangannya,"Kelompok ini mencakup usaha peternakan yang melakukan kegiatan budidaya ayam lokal dan persilangannya, untuk menghasilkan pullet, ayam lokal pedaging siap potong dan telur konsumsi."
A,5,01465,Pembibitan dan Budidaya Itik dan/atau Bebek,"Kelompok ini mencakup usaha peternakan yang melakukan kegiatan pembibitan itik dan/atau bebek, untuk menghasilkan telur tetas, ternak bibit itik dan/atau bebek dan peternakan yang menyelenggarakan budidaya itik dan/atau bebek untuk menghasilkan itik dan/atau bebek pedaging, itik dan/atau bebek petelur, telur konsumsi dan lainnya. "
A,5,01466,Pembibitan Dan Budidaya Burung Puyuh,"Kelompok ini mencakup usaha peternakan yang melakukan kegiatan pembibitan burung puyuh, untuk menghasilkan ternak bibit burung puyuh dan atau telur tetas dan peternakan yang menyelenggarakan budidaya burung puyuh untuk menghasilkan burung puyuh potong, burung puyuh petelur atau telur konsumsi."
A,5,01467,Pembibitan Dan Budidaya Burung Merpati,"Kelompok ini mencakup usaha peternakan yang melakukan kegiatan pembibitan burung merpati, untuk menghasilkan ternak bibit burung merpati dan atau telur tetas dan peternakan yang menyelenggarakan budidaya burung merpati untuk menghasilkan burung merpati potong atau untuk keperluan lainnya."
A,5,01468,Pembibitan Ayam Ras,"Kelompok ini mencakup usaha peternakan yang menyelenggarakan pembibitan ayam ras pedaging dan ayam ras petelur untuk menghasilkan ayam bibit, telur tetas, bibit niaga (final stock) day old chick (DOC) dari ayam ras pedaging dan ayam ras petelur."
A,5,01469,Pembibitan Dan Budidaya Ternak Unggas Lainnya,"Kelompok ini mencakup usaha peternakan yang melakukan kegiatan pembibitan ternak unggas lainnya, seperti  kalkun, angsa, unggas persilangan dan unggas lainnya untuk menghasilkan bibit dan atau telur tetas dan peternakan yang melakukan kegiatan budidaya unggas tersebut untuk menghasilkan, unggas pedaging, unggas petelur dan telur."
A,4,0149,Peternakan lainnya,"Subgolongan ini mencakup :  
- Pembibitan dan budidaya hewan semi-domestik atau hewan lainnya, seperti burung unta dan emu, serangga dan kelinci dan hewan berbulu  
- Produksi kulit bulu, reptil atau kulit burung dari peternakan atau pertanian  
- Pengoperasian peternakan cacing, bekicot dan keong darat 
- Pembibitan dan budidaya ulat sutera dan produksi kepompong ulat sutera  
- Pengoperasian peternakan lebah dan produksi madu dan lilin tawon lebah  
- Pembibitan dan budidaya hewan peliharaan (kecuali ikan), seperti kucing dan anjing, burung, seperti parkit, hamster dan hewan peliharaan lainnya  
- Pembibitan dan budidaya bermacam-macam hewan lainnya  
 
Subgolongan ini tidak mencakup :  
- Produksi kulit dan kulit asli dari berburu dan pemasangan perangkap, lihat 0171  
- Pengoperasian peternakan cacing laut, katak dan buaya, lihat 0321, 0322  
- Pengoperasian peternakan ikan, lihat 0321, 0322
- Pelatihan hewan peliharaan, lihat 9699"
A,5,01491,Pembibitan Dan Budidaya Burung Unta,"Kelompok ini mencakup usaha peternakan yang menyelenggarakan pembibitan burung unta, untuk menghasilkan ternak bibit burung unta dan atau telur tetas dan peternakan yang menyelenggarakan budidaya burung unta konsumsi untuk menghasilkan burung unta potong, telur dan atau lainnya."
A,5,01492,Pengusahaan Kokon/Kepompong Ulat Sutera,"Kelompok ini mencakup usaha penanaman, pemeliharaan, pemungutan hasil, pengolahan dan pemasaran kokon/kepompong ulat sutera."
A,5,01493,Pembibitan Dan Budidaya Lebah,"Kelompok ini mencakup usaha peternakan yang menyelenggarakan pembibitan dan budidaya lebah, termasuk pengusahaan madu."
A,5,01494,Pembibitan Dan Budidaya Rusa,"Kelompok ini mencakup usaha peternakan yang menyelenggarakan pembibitan dan budidaya ternak rusa/kijang, baik untuk menghasilkan bibit dan daging, kulit dan lainnya."
A,5,01495,Pembibitan Dan Budidaya Kelinci,"Kelompok ini mencakup usaha peternakan yang menyelenggarakan pembibitan dan budidaya ternak kelinci, baik untuk menghasilkan bibit dan daging, kulit dan lainnya."
A,5,01496,Pembibitan Dan Budidaya Cacing,"Kelompok ini mencakup usaha peternakan yang menyelenggarakan pembibitan dan budidaya ternak cacing, baik untuk menghasilkan bibit dan daging, dan lainnya."
A,5,01497,Pembibitan dan Budidaya Burung Walet,"Kelompok ini mencakup usaha pembibitan dan budidaya burung walet untuk menghasilkan burung dan sarang burung walet, termasuk pengusahaan pembersihan, pencucian, pengolahan dan pengemasan sarang burung walet."
A,5,01499,Pembibitan Dan Budidaya Aneka Ternak Lainnya,"Kelompok ini mencakup usaha peternakan yang menyelenggarakan pembibitan aneka ternak, seperti marmut, anjing, kucing, kera/primata lainnya, ulat, jangkrik dan aneka ternak lainnya, untuk menghasilkan bibit dan peternakan yang menyelenggarakan budidaya aneka ternak untuk menghasilkan daging, kulit dan lainnya."
A,3,016,Jasa penunjang pertanian dan pasca panen,"Golongan ini mencakup kegiatan penunjang dalam memproduksi hasil pertanian dan kegiatan sejenis untuk pertanian yang tidak dilakukan untuk keperluan produksi atas dasar balas jasa (fee) atau kontrak, termasuk jasa pemanenan dan pasca panen, serta menyiapkan hasil pertanian untuk dijual ke pasar."
A,4,0161,Jasa penunjang pertanian,"Subgolongan ini mencakup kegiatan jasa penunjang pertanian atas dasar balas jasa atau kontrak.    

Subgolongan ini mencakup :  
- 	Jasa penyiapan lahan pertanian 
- 	Jasa penanaman lahan pertanian 
- 	Jasa pemeliharaan lahan pertanian 
- 	Jasa penyiraman lahan pertanian, termasuk penyiraman lahan melalui udara   
- 	Jasa perapihan (trimming) pohon buah dan anggur 
- 	Jasa transplantasi padi dan bit 
- 	Jasa pemanenan 
- 	Jasa pengendalian hama (termasuk kelinci) dalam hubungannya dengan pertanian   
- 	Jasa pengoperasian peralatan irigasi pertanian 
- 	Jasa penyediaan perlengkapan mesin pertanian dengan operator 
- 	Jasa pemeliharaan kondisi lahan agar baik digunakan untuk pertanian     

Subgolongan ini tidak mencakup :  
- 	Kegiatan pasca panen hasil pertanian, lihat 0163
- 	Kegiatan agronomi dan ekonomi pertanian, lihat 7490
- 	Arsitektur pertamanan, lihat 7110
- 	Pertamanan, lihat 8130
- 	Pemeliharaan lahan untuk menjaganya dalam keadaan ekologi yang baik, lihat 8130  
- 	Organisasi pameran dan dagang hasil pertanian, lihat 8230"
A,5,01611,Jasa Pengolahan Lahan,"Kelompok ini mencakup usaha pengolahan lahan pertanian tanaman pangan dan perkebunan atas dasar balas jasa (fee) atau kontrak dengan tujuan untuk persiapan penanaman, baik di lahan sawah maupun di lahan kering."
A,5,01612,"Jasa Pemupukan, Penanaman Bibit/Benih Dan Pengendalian Hama dan Gulma","Kelompok ini mencakup usaha yang bergerak dalam pemupukan lahan pertanian, penanaman bibit/benih dan pengendalian hama penyakit dan tanaman pengganggu (gulma) tanaman pangan dan perkebunan atas dasar balas jasa (fee) atau kontrak."
A,5,01613,Jasa Pemanenan,Kelompok ini mencakup usaha pemanenan tanaman atas dasar balas jasa (fee) atau kontrak.
A,5,01614,Jasa Penyemprotan Dan Penyerbukan Melalui Udara,Kelompok ini mencakup usaha penyemprotan dan penyerbukan melalui udara dengan pesawat udara khusus berdasarkan keadaan tertentu.
A,5,01619,Jasa Penunjang Pertanian Lainnya,"Kelompok ini mencakup jasa penunjang pertanian lainnya yang belum termasuk dalam kelompok jasa penunjang pertanian di atas, seperti penyelenggaraan pengairan/penyiraman serta penyediaan alat pertanian berikut operatornya, pemeliharaan dan perawatan alat pertanian atas dasar balas  jasa (fee) atau kontrak. Penyewaan khusus alat pertanian tanpa operatornya dimasukkan dalam 77305."
A,4,0162,Jasa penunjang peternakan,"Subgolongan ini mencakup jasa penunjang peternakan atas dasar balas jasa atau kontrak.  
 
Subgolongan ini mencakup :  
- Kegiatan peningkatan perkembangbiakan, pertumbuhan dan hasil peternakan  
- Jasa penggembalaan ternak 
- Jasa pembersihan kandang  
- Jasa Pengebirian Unggas 
- Kegiatan yang berhubungan dengan inseminasi buatan  
- Jasa pelayanan kuda biak  
- Jasa pencukuran domba  
- Jasa penyediaan tempat atau kandang untuk hewan ternak termasuk pemeliharaannya  
- Kegiatan farrier (tukang tapal kuda) 
- Kegiatan Transfer embrio, pemeriksaan kebuntingan 
 
Subgolongan ini tidak mencakup :  
- Penyediaan tempat atau kandang untuk hewan ternak tanpa pemeliharaannya, lihat 6811
- Kegiatan dokter hewan, lihat 7500 
- Vaksinasi hewan, lihat 7500 
- Penyewaan hewan, lihat 7739 
- Kegiatan untuk mempromosikan perburuan dan pemasangan perangkap untuk umum (komersil), lihat 9499  
- Tempat penitipan hewan piaraan, lihat 9699"
